path,spoken_language,signed_language,start,end,words,glosses,priority
ins/post_office.pose,en,ins,0,0,post office,POST_OFFICE,0
ase/head.pose,en,ase,0,0,head,HEAD,0
ins/hair.pose,en,ins,0,0,hair,HAIR,0
ins/face.pose,en,ins,0,0,face,FACE,0
ins/eye.pose,en,ins,0,0,eye,EYE,0
ins/ear.pose,en,ins,0,0,ear,EAR,0
ins/nose.pose,en,ins,0,0,nose,NOSE,0
ins/mouth.pose,en,ins,0,0,mouth,MOUTH,0
ase/teeth.pose,en,ase,0,0,teeth,TEETH,0
ins/tongue.pose,en,ins,0,0,tongue,TONGUE,0
ins/neck.pose,en,ins,0,0,neck,NECK,0
ase/shoulder.pose,en,ase,0,0,shoulder,SHOULDER,0
ins/arm.pose,en,ins,0,0,arm,ARM,0
ase/elbow.pose,en,ase,0,0,elbow,ELBOW,0
ase/hand.pose,en,ase,0,0,hand,HAND,0
ins/finger.pose,en,ins,0,0,finger,FINGER,0
ins/thumb.pose,en,ins,0,0,thumb,THUMB,0
ins/chest.pose,en,ins,0,0,chest,CHEST,0
ins/stomach.pose,en,ins,0,0,stomach,STOMACH,0
ins/back.pose,en,ins,0,0,back,BACK,0
ase/leg.pose,en,ase,0,0,leg,LEG,0
ase/knee.pose,en,ase,0,0,knee,KNEE,0
ase/foot.pose,en,ase,0,0,foot,FOOT,0
ase/toe.pose,en,ase,0,0,toe,TOE,0
ins/heart.pose,en,ins,0,0,heart,HEART,0
ase/brain.pose,en,ase,0,0,brain,BRAIN,0
ins/skin.pose,en,ins,0,0,skin,SKIN,0
ase/blood.pose,en,ase,0,0,blood,BLOOD,0
ase/bone.pose,en,ase,0,0,bone,BONE,0
ins/milk.pose,en,ins,0,0,milk,MILK,0
ins/tea.pose,en,ins,0,0,tea,TEA,0
ins/coffee.pose,en,ins,0,0,coffee,COFFEE,0
ins/juice.pose,en,ins,0,0,juice,JUICE,0
ins/rice.pose,en,ins,0,0,rice,RICE,0
ins/bread.pose,en,ins,0,0,bread,BREAD,0
ins/egg.pose,en,ins,0,0,egg,EGG,0
ins/meat.pose,en,ins,0,0,meat,MEAT,0
ins/fish.pose,en,ins,0,0,fish,FISH,0
ins/chicken.pose,en,ins,0,0,chicken,CHICKEN,0
ins/vegetable.pose,en,ins,0,0,vegetable,VEGETABLE,0
ins/fruit.pose,en,ins,0,0,fruit,FRUIT,0
ins/apple.pose,en,ins,0,0,apple,APPLE,0
ins/banana.pose,en,ins,0,0,banana,BANANA,0
ins/orange.pose,en,ins,0,0,orange,ORANGE,0
ins/mango.pose,en,ins,0,0,mango,MANGO,0
ins/potato.pose,en,ins,0,0,potato,POTATO,0
ins/onion.pose,en,ins,0,0,onion,ONION,0
ins/tomato.pose,en,ins,0,0,tomato,TOMATO,0
ins/sugar.pose,en,ins,0,0,sugar,SUGAR,0
ins/salt.pose,en,ins,0,0,salt,SALT,0
ins/oil.pose,en,ins,0,0,oil,OIL,0
ins/butter.pose,en,ins,0,0,butter,BUTTER,0
ins/cheese.pose,en,ins,0,0,cheese,CHEESE,0
ins/sweet.pose,en,ins,0,0,sweet,SWEET,0
ins/cake.pose,en,ins,0,0,cake,CAKE,0
ins/chocolate.pose,en,ins,0,0,chocolate,CHOCOLATE,0
ins/soup.pose,en,ins,0,0,soup,SOUP,0
ase/lunch.pose,en,ase,0,0,lunch,LUNCH,0
ase/dinner.pose,en,ase,0,0,dinner,DINNER,0
ase/breakfast.pose,en,ase,0,0,breakfast,BREAKFAST,0
ins/snack.pose,en,ins,0,0,snack,SNACK,0
ins/dog.pose,en,ins,0,0,dog,DOG,0
ins/cat.pose,en,ins,0,0,cat,CAT,0
ins/cow.pose,en,ins,0,0,cow,COW,0
ins/horse.pose,en,ins,0,0,horse,HORSE,0
ins/elephant.pose,en,ins,0,0,elephant,ELEPHANT,0
ins/lion.pose,en,ins,0,0,lion,LION,0
ins/tiger.pose,en,ins,0,0,tiger,TIGER,0
ins/bear.pose,en,ins,0,0,bear,BEAR,0
ins/monkey.pose,en,ins,0,0,monkey,MONKEY,0
ins/bird.pose,en,ins,0,0,bird,BIRD,0
ins/snake.pose,en,ins,0,0,snake,SNAKE,0
ins/rabbit.pose,en,ins,0,0,rabbit,RABBIT,0
ase/sheep.pose,en,ase,0,0,sheep,SHEEP,0
ins/goat.pose,en,ins,0,0,goat,GOAT,0
ins/pig.pose,en,ins,0,0,pig,PIG,0
ins/duck.pose,en,ins,0,0,duck,DUCK,0
ins/hen.pose,en,ins,0,0,hen,HEN,0
ase/crow.pose,en,ase,0,0,crow,CROW,0
ase/parrot.pose,en,ase,0,0,parrot,PARROT,0
ins/house.pose,en,ins,0,0,house,HOUSE,0
ins/room.pose,en,ins,0,0,room,ROOM,0
ins/floor.pose,en,ins,0,0,floor,FLOOR,0
ase/ceiling.pose,en,ase,0,0,ceiling,CEILING,0
ins/wall.pose,en,ins,0,0,wall,WALL,0
ins/roof.pose,en,ins,0,0,roof,ROOF,0
ase/stairs.pose,en,ase,0,0,stairs,STAIRS,0
ins/kitchen.pose,en,ins,0,0,kitchen,KITCHEN,0
ins/toilet.pose,en,ins,0,0,toilet,TOILET,0
ins/lamp.pose,en,ins,0,0,lamp,LAMP,0
ins/fan.pose,en,ins,0,0,fan,FAN,0
ase/television.pose,en,ase,0,0,television,TELEVISION,0
ins/computer.pose,en,ins,0,0,computer,COMPUTER,0
ins/laptop.pose,en,ins,0,0,laptop,LAPTOP,0
ins/bag.pose,en,ins,0,0,bag,BAG,0
ins/key.pose,en,ins,0,0,key,KEY,0
ase/lock.pose,en,ase,0,0,lock,LOCK,0
ins/mirror.pose,en,ins,0,0,mirror,MIRROR,0
